length,bc,mergesort,stl_sort,speedup
32768,133,80.00308012,0.00398863,1.29496
32768,134,80.00339308,0.00380873,1.1225
32768,135,80.00314026,0.00367963,1.17176
32768,136,80.00318548,0.00372529,1.16946
32768,137,80.00303116,0.00399575,1.31823
32768,138,80.00290456,0.00354976,1.22214
32768,139,80.00289875,0.00357621,1.23371
32768,140,80.00303866,0.00363865,1.19745
32768,141,80.00269543,0.00371079,1.3767
32768,142,80.00294895,0.00398445,1.35114
32768,143,80.00313562,0.00372552,1.18813
32768,144,80.00305168,0.00392775,1.28708
32768,145,80.00292029,0.00383223,1.31228
32768,146,80.0028409,0.00374521,1.31832
32768,147,80.00287055,0.00400002,1.39347
32768,148,80.00315876,0.00364963,1.1554
32768,149,80.00320454,0.00384669,1.20039
32768,150,80.00277317,0.00400217,1.44317
32768,151,80.00326503,0.00387979,1.18829
32768,152,80.00317618,0.00373358,1.17549
32768,153,80.00315054,0.0036887,1.17081
32768,154,80.00298433,0.00401069,1.34392
32768,155,80.00300293,0.00419767,1.39786
32768,156,80.00324699,0.00400636,1.23387
32768,157,80.00293006,0.00397654,1.35715
32768,158,80.00310875,0.00375207,1.20694
32768,159,80.00320789,0.00395322,1.23235
32768,160,80.00308208,0.00395031,1.2817
32768,161,80.00301603,0.00414714,1.37503
32768,162,80.00312393,0.00364961,1.16828
32768,163,80.00309021,0.0038189,1.23581
32768,164,80.00280313,0.0037978,1.35484
32768,165,80.00285371,0.00387505,1.3579
32768,166,80.00339444,0.00362895,1.06909
32768,167,80.00283803,0.00374666,1.32016
32768,168,80.00325042,0.003727,1.14662
32768,169,80.00334617,0.00367545,1.09841
32768,170,80.00316014,0.00372753,1.17955
32768,171,80.00346625,0.0035904,1.03582
32768,172,80.00327627,0.00396198,1.2093
32768,173,80.00291863,0.00366115,1.25441
32768,174,80.00309213,0.0038316,1.23915
32768,175,80.00302419,0.00382985,1.2664
32768,176,80.00317445,0.00383617,1.20845
32768,177,80.00312383,0.00371483,1.18919
32768,178,80.0034156,0.00381115,1.11581
32768,179,80.00288922,0.00386028,1.3361
32768,180,80.00326063,0.00361425,1.10845
32768,181,80.00347339,0.00378929,1.09095
32768,182,80.00330011,0.00380675,1.15352
32768,183,80.00297901,0.00369726,1.2411
32768,184,80.0025903,0.00361978,1.39744
32768,185,80.00300712,0.00403001,1.34015
32768,186,80.00296076,0.0037771,1.27572
32768,187,80.00316936,0.00402438,1.26978
32768,188,80.00305915,0.0040537,1.32511
32768,189,80.00331581,0.00383389,1.15625
32768,190,80.00317927,0.00374249,1.17715
32768,191,80.00314288,0.00410706,1.30678
32768,192,80.00313893,0.00380752,1.213
32768,193,80.00319996,0.00374898,1.17157
32768,194,80.00280706,0.00385943,1.3749
32768,195,80.00319183,0.00407958,1.27813
32768,196,80.00318387,0.00389533,1.22346
32768,197,80.00272571,0.00374818,1.37512
32768,198,80.0031581,0.00381789,1.20892
32768,199,80.00296322,0.00377396,1.2736
32768,200,80.00301455,0.00370523,1.22911
32768,201,80.00312867,0.00385644,1.23261
32768,202,80.00264913,0.00396719,1.49754
32768,203,80.00308122,0.0040561,1.3164
32768,204,80.00319086,0.00407256,1.27632
32768,205,80.00309525,0.00363498,1.17437
32768,206,80.00291201,0.00382764,1.31443
32768,207,80.00298672,0.00369256,1.23633
32768,208,80.00319438,0.00372728,1.16682
32768,209,80.00297403,0.00381732,1.28355
32768,210,80.00327676,0.00390443,1.19155
32768,211,80.00297806,0.00380283,1.27695
32768,212,80.00321357,0.00381343,1.18667
32768,213,80.00281599,0.00377835,1.34175
32768,214,80.00337997,0.00387054,1.14514
32768,215,80.00313486,0.00373966,1.19293
32768,216,80.00274787,0.00388496,1.41381
32768,217,80.00313809,0.00362487,1.15512
32768,218,80.00293034,0.00399762,1.36422
32768,219,80.00301413,0.00366456,1.21579
32768,220,80.00286826,0.00379381,1.32269
32768,221,80.00304247,0.00412414,1.35552
32768,222,80.0032203,0.00376355,1.1687
32768,223,80.00295797,0.00377433,1.27599
32768,224,80.00289085,0.003818,1.32072
32768,225,80.00286561,0.00364285,1.27123
32768,226,80.00324376,0.00364607,1.12403
32768,227,80.00324225,0.00361317,1.1144
32768,228,80.00310951,0.00381988,1.22845
32768,229,80.00316286,0.00369826,1.16928
32768,230,80.00315694,0.00382782,1.21251
32768,231,80.0028012,0.00372918,1.33128
32768,232,80.00309716,0.00367578,1.18682
32768,233,80.00286303,0.00376155,1.31383
32768,234,80.00320467,0.00431831,1.34751
32768,235,80.00324315,0.00372629,1.14897
32768,236,80.00328075,0.00373705,1.13908
32768,237,80.00346699,0.00363926,1.04969
32768,238,80.00319985,0.00366474,1.14529
32768,239,80.00310142,0.0038813,1.25146
32768,240,80.0031661,0.00380435,1.20159
32768,241,80.00294358,0.00378058,1.28435
32768,242,80.00301525,0.00385014,1.27689
32768,243,80.00280972,0.0037191,1.32366
32768,244,80.00297461,0.00379305,1.27514
32768,245,80.00312121,0.00369992,1.18541
32768,246,80.00301994,0.0036227,1.1996
32768,247,80.00301465,0.00397943,1.32003
32768,248,80.00332926,0.00380513,1.14294
32768,249,80.00301478,0.00372592,1.23589
32768,250,80.00357534,0.0036901,1.0321
32768,251,80.00320783,0.0039597,1.23439
32768,252,80.00304192,0.00405066,1.33161
32768,253,80.00287372,0.00374412,1.30288
32768,254,80.00310431,0.00398104,1.28242
32768,255,80.0032496,0.00415398,1.27831
32768,256,80.00192229,0.0036124,1.87922
32768,257,80.00176243,0.003707,2.10334
32768,258,80.00196674,0.00360694,1.83397
32768,259,80.00224146,0.00370861,1.65455
32768,260,80.00183937,0.00373793,2.03218
32768,261,80.00194485,0.00379489,1.95125
32768,262,80.00202089,0.00396257,1.96081
32768,263,80.00185208,0.00370281,1.99927
32768,264,80.00186254,0.00393604,2.11326
32768,265,80.00193293,0.00369069,1.90938
32768,266,80.00187134,0.00385672,2.06093
32768,267,80.00188852,0.00360322,1.90796
32768,268,80.00198479,0.00413783,2.08477
32768,269,80.00195815,0.00394528,2.0148
32768,270,80.00179579,0.00376137,2.09455
32768,271,80.00193874,0.00367262,1.89434
32768,272,80.00187074,0.00368154,1.96796
32768,273,80.00193134,0.00405456,2.09935
32768,274,80.00199907,0.00387353,1.93766
32768,275,80.00184746,0.00384055,2.07883
32768,276,80.00194101,0.00369257,1.9024
32768,277,80.00181077,0.0036671,2.02516
32768,278,80.0021527,0.00393424,1.82759
32768,279,80.00195603,0.00372235,1.90301
32768,280,80.00199775,0.00384862,1.92648
32768,281,80.00202546,0.00377334,1.86295
32768,282,80.00184677,0.00383275,2.07538
32768,283,80.00177315,0.00386163,2.17784
32768,284,80.00179455,0.00383949,2.13953
32768,285,80.00184202,0.00362427,1.96756
32768,286,80.00175414,0.0037562,2.14133
32768,287,80.00195088,0.00397552,2.03781
32768,288,80.00198699,0.003705,1.86463
32768,289,80.00189979,0.00392235,2.06462
32768,290,80.00186786,0.00373753,2.00097
32768,291,80.00184816,0.00369226,1.9978
32768,292,80.00199129,0.00393108,1.97414
32768,293,80.00182619,0.00380268,2.08231
32768,294,80.00178743,0.00407896,2.28202
32768,295,80.00186915,0.00364084,1.94786
32768,296,80.00186501,0.00384314,2.06065
32768,297,80.00185151,0.00396975,2.14406
32768,298,80.00185976,0.00397751,2.13872
32768,299,80.00177051,0.00377678,2.13316
32768,300,80.00188441,0.00351758,1.86667
32768,301,80.00185987,0.00378165,2.03329
32768,302,80.00185424,0.00395061,2.13058
32768,303,80.00180576,0.00374165,2.07207
32768,304,80.00215443,0.00380636,1.76676
32768,305,80.00168212,0.00377693,2.24534
32768,306,80.001789,0.00376943,2.107
32768,307,80.00185761,0.00399338,2.14974
32768,308,80.00184846,0.00398847,2.15773
32768,309,80.00188633,0.00369024,1.95631
32768,310,80.00179315,0.00365168,2.03646
32768,311,80.00195745,0.00390913,1.99706
32768,312,80.0019139,0.00404839,2.11525
32768,313,80.00198302,0.00375855,1.89537
32768,314,80.001907,0.00427823,2.24343
32768,315,80.00184696,0.00372782,2.01835
32768,316,80.00197965,0.00421972,2.13155
32768,317,80.00183144,0.00386444,2.11006
32768,318,80.0019637,0.00360732,1.837
32768,319,80.00183164,0.0040206,2.19508
32768,320,80.00178963,0.00402703,2.2502
32768,321,80.00183841,0.00390809,2.1258
32768,322,80.00200194,0.00392049,1.95834
32768,323,80.00189658,0.00354597,1.86966
32768,324,80.00188301,0.00374382,1.98821
32768,325,80.00192843,0.00378023,1.96026
32768,326,80.00176064,0.00388089,2.20425
32768,327,80.0018832,0.00373582,1.98376
32768,328,80.00194418,0.00444295,2.28525
32768,329,80.00202064,0.00368786,1.82509
32768,330,80.00177622,0.00333606,1.87818
32768,331,80.00189728,0.00383231,2.0199
32768,332,80.00189584,0.00375698,1.9817
32768,333,80.00185199,0.00421332,2.27503
32768,334,80.00190307,0.00364095,1.9132
32768,335,80.00196063,0.0040128,2.04669
32768,336,80.00166956,0.00376581,2.25557
32768,337,80.00189666,0.0038436,2.02651
32768,338,80.0016666,0.00346797,2.08087
32768,339,80.00189272,0.00389335,2.05701
32768,340,80.0018061,0.00393844,2.18063
32768,341,80.00186874,0.00367791,1.96812
32768,342,80.00177964,0.00353995,1.98914
32768,343,80.00176261,0.00401206,2.2762
32768,344,80.00189859,0.00364642,1.92059
32768,345,80.00183362,0.00371181,2.02431
32768,346,80.0020172,0.00373407,1.85112
32768,347,80.00179155,0.00365416,2.03966
32768,348,80.00191072,0.00317164,1.65992
32768,349,80.00187163,0.00363025,1.93962
32768,350,80.00432259,0.00389371,0.900781
32768,351,80.00188238,0.00361606,1.92101
32768,352,80.00182106,0.00369866,2.03104
32768,353,80.00184871,0.00389407,2.10637
32768,354,80.00207122,0.00390135,1.8836
32768,355,80.00178868,0.00336427,1.88087
32768,356,80.00192919,0.00364855,1.89123
32768,357,80.00192024,0.0038408,2.00016
32768,358,80.0018028,0.00364708,2.023
32768,359,80.00184471,0.00362457,1.96484
32768,360,80.001849,0.0036293,1.96284
32768,361,80.00314181,0.00376248,1.19755
32768,362,80.00202264,0.00357482,1.7674
32768,363,80.00184422,0.00368291,1.997
32768,364,80.00188917,0.00371375,1.96581
32768,365,80.00186689,0.00406753,2.17878
32768,366,80.00188735,0.0032585,1.7265
32768,367,80.001836,0.00367134,1.99965
32768,368,80.00182458,0.00384695,2.10841
32768,369,80.0017841,0.00381745,2.13971
32768,370,80.00195226,0.00400457,2.05125
32768,371,80.00202068,0.00371911,1.84052
32768,372,80.00178147,0.00373898,2.09882
32768,373,80.00191563,0.00389578,2.03367
32768,374,80.00183321,0.0037792,2.06153
32768,375,80.00210316,0.00384871,1.82997
32768,376,80.0019786,0.00335178,1.69402
32768,377,80.00201714,0.00371897,1.84369
32768,378,80.00164686,0.00332531,2.01918
32768,379,80.00192252,0.00383467,1.9946
32768,380,80.00198037,0.00368548,1.861
32768,381,80.00175679,0.00361312,2.05666
32768,382,80.00181722,0.00360213,1.98222
32768,383,80.00199084,0.00393483,1.97647
32768,384,80.0019653,0.00339975,1.72989
32768,385,80.00175817,0.00392639,2.23322
32768,386,80.00195033,0.00376654,1.93123
32768,387,80.00181104,0.00360332,1.98965
32768,388,80.00185717,0.00391017,2.10544
32768,389,80.00196428,0.00384591,1.95793
32768,390,80.00181971,0.00397836,2.18626
32768,391,80.00189414,0.00383669,2.02555
32768,392,80.0018257,0.00348908,1.91109
32768,393,80.00190075,0.00397208,2.08974
32768,394,80.00168932,0.0038216,2.26221
32768,395,80.00195503,0.00361245,1.84777
32768,396,80.00185289,0.00371717,2.00615
32768,397,80.0018365,0.00406018,2.21083
32768,398,80.00192893,0.00355176,1.84132
32768,399,80.00179417,0.00379278,2.11394
32768,400,80.00171597,0.00376705,2.19529
32768,401,80.00179974,0.00369877,2.05517
32768,402,80.00194031,0.00352519,1.81682
32768,403,80.0017653,0.00417918,2.3674
32768,404,80.00198501,0.00336375,1.69457
32768,405,80.00169258,0.00367337,2.17028
32768,406,80.00192385,0.00390579,2.0302
32768,407,80.00189776,0.00391607,2.06352
32768,408,80.00178011,0.00336491,1.89028
32768,409,80.0017698,0.00361095,2.04032
32768,410,80.00192156,0.00372307,1.93753
32768,411,80.00176435,0.00327233,1.8547
32768,412,80.00197569,0.00375656,1.90139
32768,413,80.00191716,0.00368319,1.92117
32768,414,80.00197501,0.00345413,1.74892
32768,415,80.00186974,0.00371102,1.98478
32768,416,80.00185064,0.00363749,1.96553
32768,417,80.00199476,0.00371511,1.86243
32768,418,80.00200939,0.00362146,1.80227
32768,419,80.00170033,0.00384899,2.26367
32768,420,80.00184287,0.00355175,1.92729
32768,421,80.00181396,0.00361764,1.99434
32768,422,80.0018579,0.00398469,2.14473
32768,423,80.0018082,0.00341985,1.8913
32768,424,80.0017717,0.00378363,2.13559
32768,425,80.00183393,0.00376248,2.05159
32768,426,80.00180586,0.00329584,1.82508
32768,427,80.00198657,0.00370654,1.86581
32768,428,80.00185599,0.00380871,2.05211
32768,429,80.0019663,0.00398305,2.02565
32768,430,80.00193753,0.00397277,2.05043
32768,431,80.00191149,0.00361261,1.88995
32768,432,80.00209067,0.0035828,1.7137
32768,433,80.00166865,0.00344064,2.06194
32768,434,80.00186443,0.00379007,2.03283
32768,435,80.0018799,0.00342305,1.82086
32768,436,80.00187068,0.00371332,1.98501
32768,437,80.00184618,0.00357194,1.93477
32768,438,80.0018284,0.00384196,2.10127
32768,439,80.00181595,0.00389557,2.1452
32768,440,80.00188658,0.00387448,2.05371
32768,441,80.00170885,0.00325321,1.90374
32768,442,80.00167993,0.00434384,2.58573
32768,443,80.00179267,0.0032985,1.84
32768,444,80.00205645,0.00361441,1.7576
32768,445,80.0017645,0.00345396,1.95747
32768,446,80.00157223,0.0040561,2.57985
32768,447,80.00189813,0.00386009,2.03363
32768,448,80.00169319,0.00379732,2.2427
32768,449,80.00174664,0.0041865,2.39689
32768,450,80.00178843,0.00328377,1.83611
32768,451,80.00167516,0.00358281,2.13879
32768,452,80.00168935,0.00387558,2.29413
32768,453,80.00198322,0.00365064,1.84076
32768,454,80.00198023,0.0038743,1.95649
32768,455,80.00162196,0.00341478,2.10533
32768,456,80.00183313,0.00359505,1.96115
32768,457,80.00164589,0.00329119,1.99965
32768,458,80.00180759,0.004002,2.214
32768,459,80.00161638,0.00371578,2.29882
32768,460,80.00193861,0.00376127,1.94019
32768,461,80.00188104,0.00346658,1.84291
32768,462,80.00189843,0.00393525,2.0729
32768,463,80.00181768,0.00359547,1.97805
32768,464,80.00189141,0.00377083,1.99366
32768,465,80.00173569,0.00343396,1.97844
32768,466,80.00179232,0.00359441,2.00545
32768,467,80.00186338,0.00375429,2.01477
32768,468,80.00187617,0.00404391,2.1554
32768,469,80.00194032,0.00354522,1.82713
32768,470,80.00163266,0.00397039,2.43186
32768,471,80.0018141,0.00385696,2.12609
32768,472,80.00176282,0.00349455,1.98236
32768,473,80.00179014,0.00419138,2.34137
32768,474,80.00164541,0.00342701,2.08277
32768,475,80.00182368,0.00401811,2.2033
32768,476,80.00189903,0.0034604,1.82219
32768,477,80.00188468,0.00421633,2.23717
32768,478,80.00169891,0.00354938,2.08921
32768,479,80.0018433,0.00417346,2.26413
32768,480,80.00180846,0.00380709,2.10515
32768,481,80.0018186,0.00381617,2.09841
32768,482,80.0018825,0.00349121,1.85456
32768,483,80.00187561,0.00383462,2.04446
32768,484,80.00176628,0.00372786,2.11057
32768,485,80.00193608,0.00376675,1.94556
32768,486,80.00182619,0.00357424,1.95721
32768,487,80.00187749,0.00368103,1.96061
32768,488,80.00189028,0.00353369,1.86941
32768,489,80.00188943,0.00374935,1.98438
32768,490,80.00172814,0.00360389,2.08542
32768,491,80.0018371,0.0038422,2.09144
32768,492,80.00173216,0.0034688,2.00259
32768,493,80.00184428,0.00395598,2.145
32768,494,80.0017728,0.00349473,1.97131
32768,495,80.00180368,0.00376768,2.08889
32768,496,80.00165852,0.00335084,2.02038
32768,497,80.00174669,0.00378251,2.16554
32768,498,80.00156557,0.00319383,2.04004
32768,499,80.00185371,0.00370935,2.00104
32768,500,80.00178146,0.00336369,1.88817
32768,501,80.00187968,0.00394484,2.09868
32768,502,80.00186595,0.00351961,1.88623
32768,503,80.00193078,0.00402321,2.08373
32768,504,80.0018515,0.00345861,1.86801
32768,505,80.00186967,0.00390728,2.08982
32768,506,80.001711,0.00361003,2.1099
32768,507,80.00185971,0.00398261,2.14152
32768,508,80.00179829,0.00368703,2.0503
32768,509,80.0019166,0.00389351,2.03146
32768,510,80.00188831,0.00344194,1.82276
32768,511,80.00180684,0.00378602,2.09538
32768,512,80.00140962,0.00330933,2.34768
32768,513,80.00137529,0.00371959,2.70458
32768,514,80.00126008,0.0034976,2.77569
32768,515,80.00139698,0.00401881,2.87677
32768,516,80.00138416,0.00376791,2.72217
32768,517,80.00125998,0.00404211,3.20808
32768,518,80.0013253,0.00331987,2.505
32768,519,80.00125781,0.00391411,3.11185
32768,520,80.00137653,0.00367839,2.67222
32768,521,80.00154877,0.00365322,2.35879
32768,522,80.00142705,0.00323862,2.26946
32768,523,80.00146225,0.00385778,2.63825
32768,524,80.00152577,0.0034879,2.28599
32768,525,80.00139766,0.00439888,3.14732
32768,526,80.00147377,0.00357749,2.42744
32768,527,80.00154006,0.00416412,2.70386
32768,528,80.00166382,0.00377992,2.27184
32768,529,80.00134197,0.00385372,2.87168
32768,530,80.00150583,0.00358775,2.38258
32768,531,80.00155676,0.00382734,2.45853
32768,532,80.00147004,0.00380406,2.58772
32768,533,80.00154985,0.00372048,2.40054
32768,534,80.00159415,0.00373645,2.34385
32768,535,80.00149407,0.00402903,2.69668
32768,536,80.00152439,0.00400533,2.6275
32768,537,80.001456,0.00372391,2.55762
32768,538,80.00150259,0.00380559,2.53269
32768,539,80.00141049,0.0038544,2.73267
32768,540,80.00149944,0.00360759,2.40596
32768,541,80.00156609,0.00377607,2.41114
32768,542,80.00145321,0.00417118,2.87032
32768,543,80.00172671,0.00365745,2.11816
32768,544,80.00150686,0.00364354,2.41797
32768,545,80.00144937,0.00391603,2.70189
32768,546,80.00151993,0.00374413,2.46336
32768,547,80.00149327,0.00383019,2.56497
32768,548,80.00151332,0.00379812,2.5098
32768,549,80.00139172,0.00395445,2.84141
32768,550,80.00152126,0.00399382,2.62533
32768,551,80.00148347,0.00391081,2.63626
32768,552,80.00154879,0.00405435,2.61776
32768,553,80.00153053,0.00391796,2.55987
32768,554,80.00147445,0.00386438,2.6209
32768,555,80.00166933,0.00377846,2.26346
32768,556,80.00147778,0.00383838,2.5974
32768,557,80.00162783,0.00377444,2.3187
32768,558,80.00156417,0.00361723,2.31255
32768,559,80.00150904,0.00388105,2.57187
32768,560,80.00146514,0.00367468,2.50806
32768,561,80.00150184,0.00379822,2.52905
32768,562,80.00157935,0.00380075,2.40653
32768,563,80.00141464,0.00389057,2.75023
32768,564,80.00154791,0.00376418,2.43179
32768,565,80.00140491,0.00370921,2.64018
32768,566,80.00149984,0.00387726,2.58512
32768,567,80.00154063,0.00370123,2.40241
32768,568,80.00148462,0.00413631,2.78611
32768,569,80.00151176,0.0038496,2.54644
32768,570,80.00161426,0.00395243,2.44844
32768,571,80.00156735,0.00411504,2.62547
32768,572,80.00167651,0.00408471,2.43643
32768,573,80.00151077,0.00412414,2.72982
32768,574,80.00150022,0.00386284,2.57486
32768,575,80.00150506,0.00384888,2.5573
32768,576,80.00146203,0.00365988,2.50329
32768,577,80.00147601,0.0035861,2.42959
32768,578,80.00149769,0.00396877,2.64993
32768,579,80.00149041,0.00377649,2.53387
32768,580,80.00146154,0.00380557,2.60381
32768,581,80.00132635,0.0036989,2.78879
32768,582,80.00147385,0.00370232,2.51201
32768,583,80.00149484,0.00371037,2.48211
32768,584,80.0015513,0.0038289,2.46818
32768,585,80.0014866,0.00364915,2.4547
32768,586,80.0014435,0.00374237,2.59256
32768,587,80.00143167,0.00379492,2.65069
32768,588,80.00137245,0.00382096,2.78404
32768,589,80.00153755,0.00363061,2.3613
32768,590,80.00154035,0.00383438,2.4893
32768,591,80.00151676,0.00415351,2.73842
32768,592,80.00147055,0.0041345,2.81153
32768,593,80.00157577,0.00377773,2.39739
32768,594,80.00153203,0.00391072,2.55264
32768,595,80.00159454,0.00408879,2.56425
32768,596,80.00141552,0.00415007,2.93184
32768,597,80.00151287,0.00365483,2.41583
32768,598,80.00156075,0.00401569,2.57292
32768,599,80.00170172,0.00395628,2.32487
32768,600,80.00449572,0.00369313,0.821476
32768,601,80.00137998,0.00385688,2.79489
32768,602,80.00146445,0.00396442,2.7071
32768,603,80.00130863,0.0036948,2.82341
32768,604,80.00155386,0.00384116,2.47202
32768,605,80.00156349,0.00380834,2.4358
32768,606,80.00141317,0.00370362,2.62078
32768,607,80.00149934,0.00382839,2.55338
32768,608,80.00147393,0.00382951,2.59815
32768,609,80.00143011,0.00383039,2.67839
32768,610,80.00148898,0.00375844,2.52417
32768,611,80.00153189,0.00386705,2.52437
32768,612,80.00159702,0.00380062,2.37982
32768,613,80.0014563,0.0037254,2.55813
32768,614,80.00156364,0.003588,2.29465
32768,615,80.00151666,0.00389668,2.56925
32768,616,80.0014028,0.00379514,2.7054
32768,617,80.00142864,0.00403617,2.82518
32768,618,80.00141191,0.00370114,2.62138
32768,619,80.00159698,0.00386426,2.41972
32768,620,80.00156866,0.0038275,2.43998
32768,621,80.001522,0.00393042,2.58241
32768,622,80.00146388,0.0037875,2.5873
32768,623,80.00141692,0.00380678,2.68666
32768,624,80.00160086,0.00370384,2.31365
32768,625,80.00139835,0.00386347,2.76288
32768,626,80.00166846,0.00397686,2.38355
32768,627,80.00150606,0.00395642,2.62701
32768,628,80.00152434,0.00384555,2.52277
32768,629,80.00147587,0.00391131,2.65017
32768,630,80.00154237,0.00359215,2.32897
32768,631,80.00150456,0.00376019,2.4992
32768,632,80.00156603,0.00355978,2.27313
32768,633,80.00143355,0.00385989,2.69253
32768,634,80.00153855,0.00365595,2.37624
32768,635,80.0014536,0.00365273,2.51289
32768,636,80.00146167,0.00389733,2.66635
32768,637,80.00159201,0.00376589,2.3655
32768,638,80.00160292,0.00392846,2.45081
32768,639,80.00150094,0.00388179,2.58624
32768,640,80.0015064,0.00383267,2.54425
32768,641,80.001595,0.0038928,2.44063
32768,642,80.0015467,0.00380042,2.45711
32768,643,80.00147451,0.00369194,2.50384
32768,644,80.00155134,0.00394875,2.54537
32768,645,80.00145942,0.00381068,2.61109
32768,646,80.00139998,0.0037501,2.67868
32768,647,80.00151965,0.00411706,2.70921
32768,648,80.00156073,0.00390947,2.5049
32768,649,80.00151416,0.00389766,2.57415
32768,650,80.00142126,0.0039503,2.77944
32768,651,80.00158082,0.0037614,2.3794
32768,652,80.00148089,0.00360527,2.43453
32768,653,80.00147212,0.00377808,2.56641
32768,654,80.00148558,0.00413726,2.78495
32768,655,80.00142332,0.00348213,2.44649
32768,656,80.00141,0.00378629,2.68531
32768,657,80.00159393,0.00393227,2.46703
32768,658,80.00141032,0.00347408,2.46332
32768,659,80.00161312,0.00390194,2.41889
32768,660,80.00145236,0.00338903,2.33347
32768,661,80.00152867,0.0036732,2.40288
32768,662,80.00141267,0.00321719,2.27738
32768,663,80.00153678,0.00372225,2.42211
32768,664,80.00130936,0.00360282,2.75158
32768,665,80.00148022,0.0041641,2.81317
32768,666,80.00142216,0.00414175,2.91229
32768,667,80.00155248,0.00387538,2.49625
32768,668,80.00145382,0.00388204,2.67023
32768,669,80.00141419,0.00367556,2.59905
32768,670,80.00162314,0.00367541,2.26439
32768,671,80.00128525,0.003573,2.78001
32768,672,80.00151035,0.00378741,2.50764
32768,673,80.00138515,0.0035217,2.54246
32768,674,80.00148541,0.00372269,2.50616
32768,675,80.00139128,0.00328264,2.35944
32768,676,80.00148636,0.00404914,2.7242
32768,677,80.00140796,0.00367574,2.61068
32768,678,80.0014409,0.00363378,2.52189
32768,679,80.00154686,0.00349878,2.26185
32768,680,80.00152359,0.00395998,2.59912
32768,681,80.00145053,0.00338487,2.33355
32768,682,80.00149658,0.00389707,2.60398
32768,683,80.0013895,0.00371249,2.67182
32768,684,80.00140224,0.0040089,2.85893
32768,685,80.00143802,0.00342899,2.38453
32768,686,80.001569,0.00361392,2.30333
32768,687,80.00149916,0.00350375,2.33715
32768,688,80.00134092,0.00398287,2.97024
32768,689,80.00126385,0.00340259,2.69225
32768,690,80.00162933,0.00383209,2.35194
32768,691,80.0015154,0.00389744,2.57188
32768,692,80.00149532,0.00402762,2.69348
32768,693,80.00159784,0.00375453,2.34976
32768,694,80.00152982,0.00405816,2.65271
32768,695,80.00139037,0.00410596,2.95315
32768,696,80.00142372,0.00344663,2.42086
32768,697,80.0014536,0.00337974,2.32508
32768,698,80.00152864,0.00358587,2.34578
32768,699,80.00123869,0.0033112,2.67314
32768,700,80.00162057,0.00401931,2.48019
32768,701,80.00131144,0.00347698,2.65127
32768,702,80.00148895,0.00378451,2.54172
32768,703,80.00170691,0.00343411,2.01189
32768,704,80.00136012,0.00393593,2.89381
32768,705,80.00144112,0.00398806,2.76733
32768,706,80.00150565,0.00375723,2.49542
32768,707,80.00143292,0.00369909,2.5815
32768,708,80.00154737,0.00342694,2.21469
32768,709,80.00135084,0.00387171,2.86615
32768,710,80.00129032,0.00350369,2.71537
32768,711,80.0014604,0.00383232,2.62416
32768,712,80.00144782,0.00358908,2.47895
32768,713,80.00124569,0.00407968,3.27503
32768,714,80.00141448,0.0039072,2.76228
32768,715,80.00139431,0.00353509,2.53537
32768,716,80.0014994,0.00363987,2.42755
32768,717,80.00130661,0.00328375,2.51318
32768,718,80.00130745,0.00356001,2.72287
32768,719,80.00151262,0.0036034,2.38223
32768,720,80.00132767,0.00346701,2.61135
32768,721,80.0013339,0.00378711,2.83913
32768,722,80.00150488,0.00380106,2.52582
32768,723,80.00151957,0.00336571,2.21491
32768,724,80.00134366,0.00405733,3.01961
32768,725,80.00132467,0.00355255,2.68183
32768,726,80.00151254,0.00382757,2.53056
32768,727,80.00157269,0.00320481,2.0378
32768,728,80.00156028,0.00403564,2.58648
32768,729,80.00148852,0.00370663,2.49014
32768,730,80.00163218,0.00321854,1.97193
32768,731,80.00144528,0.00368542,2.54997
32768,732,80.00173768,0.00371988,2.14071
32768,733,80.0014319,0.00389122,2.71752
32768,734,80.00138105,0.0037022,2.68071
32768,735,80.00150538,0.00364887,2.42388
32768,736,80.00139765,0.00375212,2.6846
32768,737,80.001448,0.00358384,2.47503
32768,738,80.00148684,0.00401992,2.70367
32768,739,80.00143878,0.00380389,2.64382
32768,740,80.00142164,0.00362428,2.54937
32768,741,80.00140474,0.00401908,2.86109
32768,742,80.0013681,0.00410043,2.99718
32768,743,80.00138918,0.00320846,2.30961
32768,744,80.00148179,0.00384721,2.59633
32768,745,80.00143465,0.00362064,2.52372
32768,746,80.00141748,0.00337395,2.38024
32768,747,80.00149687,0.00406408,2.71504
32768,748,80.00154198,0.0037955,2.46145
32768,749,80.00130135,0.00355012,2.72802
32768,750,80.00144799,0.00382098,2.63881
32768,751,80.00151079,0.00356709,2.36107
32768,752,80.00140246,0.00365903,2.60901
32768,753,80.00152767,0.00345202,2.25966
32768,754,80.00149678,0.00385119,2.57299
32768,755,80.00131807,0.00376121,2.85357
32768,756,80.0014655,0.00378447,2.58238
32768,757,80.00151223,0.0035461,2.34496
32768,758,80.00134892,0.00391266,2.90059
32768,759,80.00130733,0.00377418,2.88693
32768,760,80.00139435,0.00394712,2.83081
32768,761,80.00140691,0.00368261,2.61752
32768,762,80.00137329,0.00365016,2.65796
32768,763,80.0014033,0.00391805,2.79202
32768,764,80.00133097,0.00336597,2.52896
32768,765,80.00135269,0.0039164,2.89526
32768,766,80.0012746,0.00373714,2.932
32768,767,80.00158124,0.00378345,2.39271
32768,768,80.00130806,0.003579,2.73612
